video_t,knee_angle,shin_angle_vertical,trunk_lean,ankle_y_norm,ankle_disp_px,near_visibility
1773519319.0232,172.2803944351171,32.25252031800526,-0.6339904379505668,,,0.0
1773519319.0548,175.86485184613767,30.05956322591735,-0.6339904379505668,0.8064594904581706,,0.8143901824951172
1773519319.0908,175.317039383892,24.063153807078333,-0.6339904379505668,0.7732200622558594,,0.8511940240859985
1773519319.1227,174.7692269216463,24.98470019750933,-0.6339904379505668,0.7874224344889323,-1.1087646484374858,0.8317656517028809
1773519319.1547,174.7692269216463,21.533623561486408,-2.9102790165494055,0.7814478556315104,-0.9999999999999698,0.9178124070167542
1773519319.1907,173.3516234604277,18.066744388239314,,0.7897323608398438,-1.1087646484374858,0.8828346133232117
1773519319.2226,173.3516234604277,18.066744388239314,,0.7892791748046875,-1.584671020507784,0.8501451015472412
1773519319.2547,173.3516234604277,16.721832478424254,1.162923687345375,0.7935001373291015,-1.1087646484374858,0.8756020069122314
1773519319.2907,176.0620854925929,11.828309015271778,1.1348067331824176,0.7917153040568033,-1.6359252929687251,0.8696891665458679
1773519319.3227,177.22906385623125,8.414760818545913,1.1348067331824176,0.7894574483235677,-2.0605773925780824,0.727125883102417
1773519319.3547,177.22906385623125,8.414760818545913,1.1348067331824176,0.7908306121826172,-1.6359252929687251,0.7067263126373291
1773519319.3907,176.0620854925929,10.857510506974577,1.1066897790194605,0.7947657267252605,-1.6359252929687251,0.8190460801124573
1773519319.4227,173.36029744805285,10.857510506974577,-6.520488396496954,0.771792221069336,-3.5247802734375,0.8515539169311523
1773519319.4547,173.36029744805285,11.657216578294415,-14.147666572013367,0.8133767445882162,-9.425628662109364,0.6856862902641296
1773519319.4907,171.65556738765446,11.657216578294415,-14.147666572013367,0.8217171351114909,-9.425628662109364,0.5776501893997192
1773519319.5226,171.65556738765446,11.657216578294415,-14.147666572013367,0.8070591608683269,-9.425628662109364,0.8314763903617859
1773519319.5547,171.65556738765446,5.178795422333795,,0.7910326639811198,-1.7329101562499893,0.8258277773857117
1773519319.5907,166.26268430498266,3.589980547353342,,0.7489205678304036,3.6131896972656374,0.887726902961731
1773519319.6226,154.08466062598012,2.456052426512671,,0.7687572479248047,13.720092773437527,0.8430636525154114
1773519319.6547,139.83644413219434,2.456052426512671,,,14.005798339843789,0.0
1773519319.6907,130.14148144337497,3.8342403011771937,,0.7337936401367188,12.673828125000037,0.9236720204353333
1773519319.7226,127.90959465201054,4.7575414217019345,,0.7675668080647786,15.816955566406286,0.9184334874153137
1773519319.7547,127.90959465201054,4.7575414217019345,,0.7544704437255859,15.816955566406286,0.9404916167259216
1773519319.7907,124.91186050223831,5.387350812445048,,,12.673828125000037,0.0
1773519319.8227,127.90959465201054,4.7575414217019345,,,15.816955566406286,0.0
1773519319.8547,,,,,,0.0
1773519319.8907,,,,,,0.0
1773519319.9227,,,,,,0.0
1773519319.9547,,,,,,0.0
1773519319.9907,,,,,,0.0
1773519320.0226,,,,,,0.0
1773519320.0547,98.42086461270897,4.147100706671049,,,16.064331054687546,0.0
1773519320.0907,102.73691713529672,2.511281713262365,,,16.28689575195315,0.0
1773519320.1226,104.62180740903034,2.6023974373029124,,0.753955078125,16.509460449218754,0.8384414911270142
1773519320.1547,105.83327117960896,2.1929693716448195,,0.7530277252197266,16.28689575195315,0.8420602083206177
1773519320.1907,107.04473495018757,1.783541305986727,,0.7412819544474284,16.509460449218754,0.8442822098731995
1773519320.2227,107.05296965788446,1.0665403666626194,,0.7550169626871744,18.11297607421876,0.7903954386711121
1773519320.2547,107.04473495018757,1.0665403666626194,,0.7496870676676433,19.473388671875025,0.843194842338562
1773519320.2907,107.28542660497902,1.0665403666626194,,0.743038558959961,18.11297607421876,0.8308411240577698
1773519320.3227,107.72415728477986,1.0665403666626194,,0.7468528747558594,18.11297607421876,0.8465700149536133
1773519320.3547,111.36776522312863,1.4998443051836992,,0.7510870615641276,17.897033691406286,0.8347259163856506
1773519320.3907,111.36776522312863,1.4998443051836992,,0.757356834411621,17.897033691406286,0.7842548489570618
1773519320.4227,111.36776522312863,1.4998443051836992,,0.7501369476318359,17.897033691406286,0.796263575553894
1773519320.4547,110.52700082805526,0.5123129121611075,,0.7448932647705078,17.897033691406286,0.7703978419303894
1773519320.4908,109.54327820797462,0.4421579979466035,,0.7463158925374349,17.897033691406286,0.7361095547676086
1773519320.5227,108.77590804332921,0.3852386867547651,,0.759140141805013,13.575500488281289,0.7254045605659485
1773519320.5547,107.54957650014781,0.3125503265279428,,0.7672328948974609,11.633239746093782,0.8126683235168457
1773519320.5908,108.04143781018813,0.41369834235068426,,0.7894503275553385,11.633239746093782,0.8443881869316101
1773519320.6227,110.9112254365628,4.519968957380549,,,13.138351440429723,0.0
1773519320.6547,111.27978873615848,5.026082136559779,,0.7528688430786132,14.361618041992221,0.775325357913971
1773519320.6908,111.27978873615848,5.026082136559779,,0.7520818074544271,14.361618041992221,0.9262485504150391
1773519320.7228,106.29300139151232,3.213162815382065,,0.7621359507242839,16.58572387695317,0.8933853507041931
1773519320.7547,104.81570817545638,3.213162815382065,,0.7632524490356445,16.963500976562518,0.829293429851532
1773519320.7907,103.36347031437406,2.5096614957401204,,0.7512396494547526,12.137512207031271,0.847507894039154
1773519320.8227,102.55461059369243,3.213162815382065,,0.7514599482218425,16.90615844726567,0.8280729055404663
1773519320.8547,102.55461059369243,4.300523663971217,,0.7648461659749349,17.261993408203136,0.8693064451217651
1773519320.8908,103.36347031437406,4.300523663971217,,0.7522012710571289,17.261993408203136,0.7829192876815796
1773519320.9227,103.6836874477826,3.928544665623091,,0.7222657521565755,31.27520751953128,0.6979650259017944
1773519320.9548,104.0902529945836,4.508213079932627,,0.7139258702596029,32.708862304687514,0.748559832572937
1773519320.9908,104.98702326280394,4.097254702218651,,0.7162921905517579,34.51251220703125,0.7242005467414856
1773519321.0227,104.98702326280394,4.097254702218651,,,34.51251220703125,0.0
1773519321.0547,104.25422918417081,4.642744559773379,,0.7147505442301433,33.77523803710939,0.7050589323043823
1773519321.0908,103.5476616497208,5.523198700623006,,0.717822519938151,32.74304199218753,0.7322529554367065
1773519321.1227,103.03123038411832,6.026873020513463,,0.720593007405599,32.07812500000003,0.7079415917396545
1773519321.1547,102.55755423711146,6.511991168288757,,0.7316368103027344,26.777099609375004,0.7173895239830017
1773519321.1868,103.03123038411832,6.511991168288757,,0.7461140950520834,24.44219970703127,0.7412161231040955
1773519321.2227,103.5013556716982,6.511991168288757,,0.7365011850992839,24.44219970703127,0.8027037382125854
1773519321.2547,102.55755423711146,6.511991168288757,,0.7415061314900716,22.039825439453153,0.7640323042869568
1773519321.2868,102.55755423711146,5.9215266039672585,,0.7314680735270183,22.039825439453153,0.73639976978302
1773519321.3228,103.5013556716982,5.629214238593063,,0.7510290145874023,22.039825439453153,0.7049729228019714
1773519321.3548,102.74025579489353,5.775370421280161,,0.7483400344848633,22.80882263183595,0.7224750518798828
1773519321.3868,103.28009450429668,5.5417685352007195,,0.7296164830525717,19.5852508544922,0.7430915832519531
1773519321.4227,104.82669059054949,4.451990861317572,,,19.5852508544922,0.0
1773519321.4547,104.82669059054949,4.451990861317572,,0.7448996225992839,17.53994750976564,0.8099110126495361
1773519321.4868,103.22395027744773,4.86024796875863,,0.7568621317545573,12.820663452148473,0.7934146523475647
1773519321.5228,101.37555246430098,5.978524681316297,,0.7693096160888672,10.972381591796925,0.7940185070037842
1773519321.5547,101.37555246430098,5.978524681316297,,0.7645633061726888,8.694152832031286,0.7805360555648804
1773519321.5868,101.37555246430098,5.978524681316297,,0.7757783889770508,6.179016113281275,0.8092803955078125
1773519321.6228,101.53754867431256,4.952781334623867,,0.7745494842529297,6.179016113281275,0.7998301386833191
1773519321.6548,103.68918697780862,1.6877976146301892,,0.780711555480957,6.179016113281275,0.8675636053085327
1773519321.6868,103.86774536869572,1.6877976146301892,,0.7577287673950195,6.179016113281275,0.8049646019935608
1773519321.7228,105.90351876669367,1.1678594240340634,,0.7744926452636719,3.221221923828139,0.8490826487541199
1773519321.7548,104.8856320676947,1.4278285193321263,,0.7876430511474609,3.0545654296875213,0.8374987840652466
1773519321.7868,106.57084450003185,1.8593713764556317,,0.7876248677571615,3.0545654296875213,0.8365981578826904
1773519321.8228,109.90486620915735,3.0807409248424804,,,8.475112915039098,0.0
1773519321.8547,109.54503931523453,2.389228972420912,,0.7345171610514323,15.192398071289084,0.8708165287971497
1773519321.8868,111.80971618062352,3.1979578816332266,,0.7519070307413737,16.81684875488284,0.8733315467834473
1773519321.9228,111.04787017630241,2.7853172424586927,,0.7596361796061198,16.586303710937518,0.8211613297462463
1773519321.9548,109.58786553603208,1.5464388799103548,,0.7528676350911458,13.33740234375,0.866135835647583
1773519321.9868,107.89728663064517,1.5464388799103548,,0.7745120366414388,6.196990966796925,0.8682036399841309
1773519322.0228,109.58786553603208,1.5464388799103548,,0.7837759017944336,6.196990966796925,0.8402872681617737
1773519322.0548,109.58786553603208,1.266601278927729,,0.794928232828776,6.196990966796925,0.8203122019767761
1773519322.0868,109.0058826960546,1.266601278927729,,0.7643320719401042,4.604248046875039,0.8799616694450378
1773519322.1228,109.0058826960546,1.8160188456254769,,0.7583109537760416,4.604248046875039,0.8792142868041992
1773519322.1548,109.0058826960546,1.6299422968459427,,0.7778302510579427,11.0833740234375,0.8529333472251892
1773519322.1868,106.99258475853878,1.8160188456254769,,0.7825392405192058,4.604248046875039,0.8455283641815186
1773519322.2228,106.0606713290594,3.4509331930203686,,0.7605558395385742,4.604248046875039,0.8030879497528076
1773519322.2548,105.90414480071524,3.6725700570960296,,0.7785088857014973,7.749450683593757,0.7568856477737427
1773519322.2868,105.65451945890507,3.6725700570960296,,0.7712777455647787,9.401428222656278,0.6817575693130493
1773519322.3228,105.65451945890507,3.6725700570960296,,0.7664757410685221,7.749450683593757,0.7510390877723694
1773519322.3548,105.65451945890507,3.03825973029826,,0.7678361256917318,7.749450683593757,0.800136148929596
1773519322.3868,107.09930382383833,1.1520019006864717,,0.7745461781819661,7.345153808593778,0.8159078359603882
1773519322.4228,109.77682135864157,1.1520019006864717,,0.7721200307210286,6.180603027343778,0.8798579573631287
1773519322.4548,112.16678916367806,1.1520019006864717,,0.77681884765625,5.7022094726562855,0.881782054901123
1773519322.4868,112.16678916367806,1.8391039584758941,,0.7755428314208984,5.0897216796875355,0.921719491481781
1773519322.5229,112.16678916367806,2.048636554019718,,0.788724136352539,3.787994384765625,0.9016137719154358
1773519322.5548,112.16678916367806,4.1992462499435925,,0.7905062357584636,3.787994384765625,0.8953686952590942
1773519322.5868,114.0927161377819,4.284122670147843,,0.7795307795206706,3.0889892578125,0.8735694885253906
1773519322.6228,112.55087772330715,4.5283774871164,,0.7775195439656576,3.787994384765625,0.9064252972602844
1773519322.6548,112.55087772330715,4.5283774871164,,0.780987040201823,4.753387451171882,0.8959070444107056
1773519322.6869,112.55087772330715,4.5283774871164,,0.7658629099527995,8.919097900390671,0.8949960470199585
1773519322.7229,106.8899836955078,2.4959084559082627,,0.7688409805297851,10.348571777343771,0.8789709806442261
1773519322.7548,106.6207768495912,2.25671570301733,,0.7622417449951172,12.086730957031264,0.9323391914367676
1773519322.7868,105.9061595311027,1.2907203771903193,,0.7568920771280925,13.191650390625043,0.9369506239891052
1773519322.8229,105.75784843586021,0.9530683714656701,,0.7486590703328451,13.191650390625043,0.9304835796356201
1773519322.8548,105.75784843586021,0.9530683714656701,,0.7599398295084635,13.191650390625043,0.9283352494239807
1773519322.8869,105.75784843586021,0.9530683714656701,,0.7609534581502279,12.705108642578153,0.9254013895988464
1773519322.9228,105.75784843586021,1.697115246482516,,0.7808840433756511,10.314849853515664,0.9019166827201843
1773519322.9548,105.75784843586021,2.269405651853857,,0.7837834676106771,9.503967285156278,0.9292817711830139
1773519322.9869,104.88134646166532,2.4909666210149166,,0.7659331639607747,6.637725830078143,0.92792147397995
1773519323.0228,104.88134646166532,3.324125687352741,,0.7676225026448568,6.637725830078143,0.9372941255569458
1773519323.0548,104.88134646166532,3.754133035547346,,0.7735938390096029,6.637725830078143,0.9404774308204651
1773519323.0868,104.88134646166532,4.244908964601131,,0.7973011016845704,1.5416259765625284,0.9463008642196655
1773519323.1229,106.48740871619572,5.535586934631305,,0.7842107137044271,1.4199218750000142,0.9471805691719055
1773519323.1549,106.72331182484949,5.557138725969942,,0.7844642639160156,-4.02557373046875,0.9455677270889282
1773519323.1869,107.92812319023571,5.557138725969942,,0.7958090464274089,-1.066070556640586,0.9370304942131042
1773519323.2229,107.92812319023571,5.876490883576846,,0.796755027770996,-4.02557373046875,0.9337599277496338
